Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		
-49.98	0.2030265	-38.17	0	-38.17	0	-49.98	94.85577	-18.493	0	-18.484	6.97008	-18.493	1.256639	-18.485	150.0002	-38.17	0.1330223					20.879	26.86895	-18.486	0	-18.485	0			-38.17	0.01086686	-18.486	0.1124344	-18.487	0.04925971	-18.487	0.06316914	20.887	20	
-49.976	0.1904035	-38.16	0	-38.16	0	-49.976	94.85613	-18.472	0	-18.464	6.970898	-18.472	1.256639	-18.465	150.0002	-38.159	0.1329653					20.921	26.87028	-18.465	0	-18.465	0			-38.159	0.01079889	-18.465	0.1124592	-18.466	0.04926162	-18.466	0.06329457	20.929	20	
-49.972	0.1905909	-38.149	0	-38.149	0	-49.972	94.85625	-18.452	0	-18.443	6.972032	-18.452	1.256639	-18.444	150.0002	-38.149	0.1330948					20.962	26.87234	-18.445	0	-18.444	0			-38.149	0.01075166	-18.445	0.1129997	-18.446	0.04944419	-18.446	0.06344274	20.97	20	
-49.967	0.2077566	-38.139	0	-38.139	0	-49.967	94.85591	-18.431	0	-18.422	6.972808	-18.431	1.256639	-18.423	150.0002	-38.138	0.1326729					21.004	26.87449	-18.424	0	-18.423	0			-38.138	0.01067385	-18.424	0.1122997	-18.425	0.04922772	-18.425	0.06307782	21.012	20	
-49.963	0.1988719	-38.128	0	-38.128	0	-49.963	94.85535	-18.41	0	-18.401	6.974077	-18.41	1.256639	-18.402	150.0002	-38.128	0.1331717					21.045	26.87662	-18.403	0	-18.402	0			-38.128	0.01091633	-18.403	0.1123354	-18.404	0.04927913	-18.404	0.06305178	21.053	20	
-49.959	0.2022363	-38.118	0	-38.118	0	-49.959	94.85486	-18.39	0	-18.381	6.974955	-18.39	1.256639	-18.382	150.0002	-38.118	0.133155					21.087	26.8786	-18.382	0	-18.382	0			-38.118	0.010838	-18.382	0.1123043	-18.383	0.04925409	-18.383	0.0630433	21.095	20	
-49.955	0.2084882	-38.108	0	-38.108	0	-49.955	94.85467	-18.369	0	-18.36	6.975456	-18.369	1.256639	-18.361	150.0002	-38.107	0.1323059					21.128	26.88034	-18.362	0	-18.361	0			-38.107	0.01078763	-18.362	0.1122504	-18.363	0.04924548	-18.363	0.06297414	21.136	20	
-49.951	0.2200549	-38.097	0	-38.097	0	-49.951	94.85437	-18.348	0	-18.339	6.976026	-18.348	1.256639	-18.34	150.0002	-38.097	0.1317632					21.17	26.88252	-18.341	0	-18.34	0			-38.097	0.01068866	-18.341	0.1120356	-18.342	0.04910913	-18.342	0.06287628	21.178	20	
-49.947	0.2099008	-38.087	0	-38.087	0	-49.947	94.85423	-18.327	0	-18.319	6.976913	-18.327	1.256639	-18.32	150.0002	-38.087	0.1348183					21.211	26.88481	-18.32	0	-18.32	0			-38.087	0.01075224	-18.32	0.1116998	-18.321	0.04890214	-18.321	0.06277605	21.219	20	
-49.943	0.2083928	-38.077	0	-38.077	0	-49.943	94.8544	-18.307	0	-18.298	6.977614	-18.307	1.256639	-18.299	150.0002	-38.076	0.1348243					21.253	26.88653	-18.299	0	-18.299	0			-38.076	0.01075519	-18.299	0.1115488	-18.301	0.04879308	-18.301	0.06266084	21.26	20	
-49.938	0.2065613	-38.066	0	-38.066	0	-49.938	94.85368	-18.286	0	-18.277	6.978254	-18.286	1.256639	-18.278	150.0002	-38.066	0.1341242					21.294	26.88792	-18.279	0	-18.278	0			-38.066	0.01080299	-18.279	0.1109024	-18.28	0.04862701	-18.28	0.06253597	21.302	20	
-49.934	0.210041	-38.056	0	-38.056	0	-49.934	94.85267	-18.265	0	-18.256	6.979365	-18.265	1.256639	-18.257	150.0002	-38.056	0.1337008					21.336	26.88904	-18.258	0	-18.257	0			-38.056	0.01084209	-18.258	0.1126743	-18.259	0.04941093	-18.259	0.06316379	21.343	20	
-49.93	0.1920877	-38.045	0	-38.045	0	-49.93	94.85217	-18.244	0	-18.236	6.979865	-18.244	1.256639	-18.237	150.0002	-38.045	0.1329428					21.377	26.89057	-18.237	0	-18.237	0			-38.045	0.01106004	-18.237	0.1118329	-18.238	0.04891578	-18.238	0.06275692	21.385	20	
-49.926	0.1999569	-38.035	0	-38.035	0	-49.926	94.85212	-18.224	0	-18.215	6.980563	-18.224	1.256639	-18.216	150.0002	-38.035	0.1324866					21.418	26.89249	-18.216	0	-18.216	0			-38.035	0.01094092	-18.216	0.1107097	-18.218	0.04840785	-18.218	0.06229476	21.426	20	
-49.922	0.2032145	-38.025	0	-38.025	0	-49.922	94.85233	-18.203	0	-18.194	6.981026	-18.203	1.256639	-18.195	150.0002	-38.024	0.133274					21.46	26.89434	-18.196	0	-18.195	0			-38.024	0.01099816	-18.196	0.110912	-18.197	0.04866112	-18.197	0.06237481	21.468	20	
-49.918	0.1960303	-38.014	0	-38.014	0	-49.918	94.85249	-18.182	0	-18.173	6.981773	-18.182	1.256639	-18.174	150.0002	-38.014	0.1339232					21.501	26.89698	-18.175	0	-18.174	0			-38.014	0.01090998	-18.175	0.1119554	-18.176	0.04908073	-18.176	0.06288917	21.509	20	
-49.914	0.1994511	-38.004	0	-38.004	0	-49.914	94.85295	-18.162	0	-18.153	6.982413	-18.162	1.256639	-18.154	150.0002	-38.004	0.1336789					21.543	26.89857	-18.154	0	-18.154	0			-38.004	0.01113009	-18.154	0.1115969	-18.155	0.04885862	-18.155	0.06271708	21.551	20	
-49.909	0.2199873	-37.994	0	-37.994	0	-49.909	94.85359	-18.141	0	-18.132	6.982897	-18.141	1.256639	-18.133	150.0002	-37.993	0.1333536					21.584	26.90008	-18.134	0	-18.133	0			-37.993	0.01101701	-18.134	0.1116398	-18.135	0.04889122	-18.135	0.06278212	21.592	20	
-49.905	0.1841133	-37.983	0	-37.983	0	-49.905	94.85422	-18.12	0	-18.111	6.983415	-18.12	1.256639	-18.112	150.0002	-37.983	0.1334987					21.626	26.90189	-18.113	0	-18.112	0			-37.983	0.01084569	-18.113	0.1119956	-18.114	0.04911651	-18.114	0.06290329	21.634	20	
-49.901	0.2177201	-37.973	0	-37.973	0	-49.901	94.85504	-18.099	0	-18.09	6.984109	-18.099	1.256639	-18.092	150.0002	-37.973	0.1330752					21.667	26.90379	-18.092	0	-18.092	0			-37.973	0.01091152	-18.092	0.1119275	-18.093	0.04895531	-18.093	0.06295727	21.675	20	
-49.897	0.1889495	-37.963	0	-37.963	0	-49.897	94.85557	-18.079	0	-18.07	6.984827	-18.079	1.256639	-18.071	150.0002	-37.962	0.1340422					21.709	26.9058	-18.071	0	-18.071	0			-37.962	0.01092837	-18.071	0.1118323	-18.073	0.04896605	-18.073	0.06285831	21.717	20	
-49.893	0.2155731	-37.952	0	-37.952	0	-49.893	94.85584	-18.058	0	-18.049	6.985352	-18.058	1.256639	-18.05	150.0002	-37.952	0.1334379					21.75	26.9071	-18.051	0	-18.05	0			-37.952	0.01088953	-18.051	0.111861	-18.052	0.04893634	-18.052	0.06293059	21.758	20	
-49.889	0.200049	-37.942	0	-37.942	0	-49.889	94.85654	-18.037	0	-18.028	6.985738	-18.037	1.256639	-18.029	150.0002	-37.942	0.1338835					21.792	26.90847	-18.03	0	-18.029	0			-37.942	0.01114044	-18.03	0.111889	-18.031	0.04893522	-18.031	0.06295849	21.799	20	
-49.885	0.2083797	-37.931	0	-37.931	0	-49.885	94.85715	-18.017	0	-18.008	6.986195	-18.017	1.256639	-18.009	150.0002	-37.931	0.1334742					21.833	26.90903	-18.009	0	-18.009	0			-37.931	0.01093673	-18.009	0.1119609	-18.01	0.04896538	-18.01	0.06300713	21.841	20	
-49.88	0.2201468	-37.921	0	-37.921	0	-49.88	94.85733	-17.996	0	-17.987	6.986745	-17.996	1.256639	-17.988	150.0002	-37.921	0.1337583					21.874	26.91022	-17.988	0	-17.988	0			-37.921	0.01087241	-17.988	0.1120416	-17.99	0.04899031	-17.99	0.06306306	21.882	20	
-49.876	0.2061492	-37.911	0	-37.911	0	-49.876	94.85773	-17.975	0	-17.966	6.987248	-17.975	1.256639	-17.967	150.0002	-37.91	0.1333422					21.916	26.91145	-17.968	0	-17.967	0			-37.91	0.01084858	-17.968	0.1123083	-17.969	0.04913445	-17.969	0.06321739	21.924	20	
-49.872	0.2041678	-37.9	0	-37.9	0	-49.872	94.85821	-17.954	0	-17.945	6.987785	-17.954	1.256639	-17.946	150.0002	-37.9	0.1338843					21.957	26.91281	-17.947	0	-17.946	0			-37.9	0.01101804	-17.947	0.1122752	-17.948	0.04907645	-17.948	0.06318476	21.965	20	
-49.868	0.1960233	-37.89	0	-37.89	0	-49.868	94.85854	-17.934	0	-17.925	6.988121	-17.934	1.256639	-17.926	150.0002	-37.89	0.133717					21.999	26.91417	-17.926	0	-17.926	0			-37.89	0.01119096	-17.926	0.1121475	-17.927	0.0490354	-17.927	0.06309251	22.007	20	
-49.864	0.1956533	-37.88	0	-37.88	0	-49.864	94.8588	-17.913	0	-17.904	6.988725	-17.913	1.256639	-17.905	150.0002	-37.879	0.1340111					22.04	26.91614	-17.906	0	-17.905	0			-37.879	0.01086949	-17.906	0.1120819	-17.907	0.04902654	-17.907	0.06304798	22.048	20	
-49.86	0.2123829	-37.869	0	-37.869	0	-49.86	94.85883	-17.892	0	-17.883	6.989515	-17.892	1.256639	-17.884	150.0002	-37.869	0.1337105					22.082	26.91835	-17.885	0	-17.884	0			-37.869	0.01106351	-17.885	0.1118456	-17.886	0.04891639	-17.886	0.06288812	22.09	20	
-49.855	0.2166149	-37.859	0	-37.859	0	-49.855	94.85863	-17.871	0	-17.862	6.989995	-17.871	1.256639	-17.863	150.0002	-37.859	0.1348134					22.123	26.92058	-17.864	0	-17.863	0			-37.859	0.01097575	-17.864	0.1121608	-17.865	0.04918645	-17.865	0.0630426	22.131	20	
-49.851	0.2113788	-37.849	0	-37.849	0	-49.851	94.85833	-17.851	0	-17.842	6.990388	-17.851	1.256639	-17.843	150.0002	-37.848	0.1338896					22.165	26.92272	-17.843	0	-17.843	0			-37.848	0.01074941	-17.843	0.1135252	-17.844	0.0500155	-17.844	0.06374437	22.173	20	
-49.847	0.2070986	-37.838	0	-37.838	0	-49.847	94.85799	-17.83	0	-17.821	6.990744	-17.83	1.256639	-17.822	150.0002	-37.838	0.13407					22.206	26.92449	-17.823	0	-17.822	0			-37.838	0.01096738	-17.823	0.1150122	-17.824	0.05071079	-17.824	0.06451449	22.214	20	
-49.843	0.2050941	-37.828	0	-37.828	0	-49.843	94.85786	-17.809	0	-17.8	6.991095	-17.809	1.256639	-17.801	150.0002	-37.828	0.1337442					22.248	26.92574	-17.802	0	-17.801	0			-37.828	0.01062649	-17.802	0.1144374	-17.803	0.05016496	-17.803	0.06409795	22.256	20	
-49.839	0.1945202	-37.817	0	-37.817	0	-49.839	94.85773	-17.789	0	-17.779	6.991408	-17.789	1.256639	-17.781	150.0002	-37.817	0.1344328					22.289	26.92654	-17.781	0	-17.781	0			-37.817	0.01096272	-17.781	0.1133957	-17.782	0.04968809	-17.782	0.06356117	22.297	20	
-49.835	0.2058301	-37.807	0	-37.807	0	-49.835	94.85787	-17.768	0	-17.759	6.991722	-17.768	1.256639	-17.76	150.0002	-37.807	0.1341244					22.331	26.92708	-17.76	0	-17.76	0			-37.807	0.01100303	-17.76	0.1127592	-17.762	0.04939687	-17.762	0.06328725	22.339	20	
-49.831	0.1901145	-37.797	0	-37.797	0	-49.831	94.85788	-17.747	0	-17.738	6.992188	-17.747	1.256639	-17.739	150.0002	-37.796	0.1345247					22.372	26.92752	-17.74	0	-17.739	0			-37.796	0.01090482	-17.74	0.1127802	-17.741	0.04948288	-17.741	0.06332891	22.38	20	
-49.826	0.1978437	-37.786	0	-37.786	0	-49.826	94.85728	-17.726	0	-17.717	6.9925	-17.726	1.256639	-17.718	150.0002	-37.786	0.1343254					22.413	26.92706	-17.719	0	-17.718	0			-37.786	0.01091782	-17.719	0.1129348	-17.72	0.04957037	-17.72	0.0633839	22.421	20	
-49.822	0.2166501	-37.776	0	-37.776	0	-49.822	94.85696	-17.706	0	-17.697	6.992668	-17.706	1.256639	-17.698	150.0002	-37.776	0.134674					22.455	26.92658	-17.698	0	-17.698	0			-37.776	0.01069209	-17.698	0.112902	-17.699	0.04956188	-17.699	0.06332568	22.463	20	
-49.818	0.218267	-37.766	0	-37.766	0	-49.818	94.85679	-17.685	0	-17.676	6.992835	-17.685	1.256639	-17.677	150.0002	-37.765	0.134565					22.496	26.9264	-17.677	0	-17.677	0			-37.765	0.01084975	-17.677	0.112667	-17.679	0.04943709	-17.679	0.06318753	22.504	20	
-49.814	0.2021562	-37.755	0	-37.755	0	-49.814	94.85619	-17.664	0	-17.655	6.993071	-17.664	1.256639	-17.656	150.0002	-37.755	0.1347588					22.538	26.92651	-17.657	0	-17.656	0			-37.755	0.0109023	-17.657	0.1125542	-17.658	0.04933323	-17.658	0.06321604	22.546	20	
-49.81	0.1936175	-37.745	0	-37.745	0	-49.81	94.8549	-17.643	0	-17.634	6.993313	-17.643	1.256639	-17.635	150.0002	-37.745	0.1348307					22.579	26.92668	-17.636	0	-17.635	0			-37.745	0.01068181	-17.636	0.1125056	-17.637	0.04936996	-17.637	0.06312757	22.587	20	
-49.806	0.2236232	-37.735	0	-37.735	0	-49.806	94.8537	-17.623	0	-17.614	6.993585	-17.623	1.256639	-17.615	150.0002	-37.734	0.1351677					22.621	26.92651	-17.615	0	-17.615	0			-37.734	0.01080138	-17.615	0.1125403	-17.616	0.04939534	-17.616	0.06315627	22.629	20	
-49.802	0.2165299	-37.724	0	-37.724	0	-49.802	94.85227	-17.602	0	-17.593	6.993973	-17.602	1.256639	-17.594	150.0002	-37.724	0.1352923					22.662	26.92621	-17.595	0	-17.594	0			-37.724	0.0109666	-17.595	0.1121104	-17.596	0.04907629	-17.596	0.06293336	22.67	20	
-49.797	0.2001256	-37.714	0	-37.714	0	-49.797	94.85097	-17.581	0	-17.572	6.994289	-17.581	1.256639	-17.573	150.0002	-37.714	0.1353071					22.704	26.92674	-17.574	0	-17.573	0			-37.714	0.0107036	-17.574	0.1120017	-17.575	0.04905445	-17.575	0.06297637	22.712	20	
-49.793	0.1883426	-37.703	0	-37.703	0	-49.793	94.84938	-17.561	0	-17.551	6.994669	-17.561	1.256639	-17.553	150.0002	-37.703	0.1354449					22.745	26.92798	-17.553	0	-17.553	0			-37.703	0.01083611	-17.553	0.1119942	-17.554	0.04904504	-17.554	0.06293146	22.753	20	
-49.789	0.1866858	-37.693	0	-37.693	0	-49.789	94.84822	-17.54	0	-17.531	6.994889	-17.54	1.256639	-17.532	150.0002	-37.693	0.1347037					22.787	26.92897	-17.532	0	-17.532	0			-37.693	0.01093156	-17.532	0.1119029	-17.534	0.04896656	-17.534	0.0629255	22.795	20	
-49.785	0.1911745	-37.683	0	-37.683	0	-49.785	94.84717	-17.519	0	-17.51	6.995119	-17.519	1.256639	-17.511	150.0002	-37.682	0.1345848					22.828	26.92935	-17.512	0	-17.511	0			-37.682	0.01094577	-17.512	0.1118396	-17.513	0.04900176	-17.513	0.06282962	22.836	20	
-49.781	0.1827864	-37.672	0	-37.672	0	-49.781	94.84682	-17.498	0	-17.489	6.99537	-17.498	1.256639	-17.49	150.0002	-37.672	0.1336272					22.87	26.92939	-17.491	0	-17.49	0			-37.672	0.01088576	-17.491	0.1118446	-17.492	0.0490442	-17.492	0.0628069	22.878	20	
-49.777	0.1935951	-37.662	0	-37.662	0	-49.777	94.84685	-17.478	0	-17.469	6.995585	-17.478	1.256639	-17.47	150.0002	-37.662	0.1357086					22.911	26.92868	-17.47	0	-17.47	0			-37.662	0.01074959	-17.47	0.1119211	-17.471	0.04907976	-17.471	0.06285564	22.919	20	
-49.773	0.2082301	-37.652	0	-37.652	0	-49.773	94.84678	-17.457	0	-17.448	6.995886	-17.457	1.256639	-17.449	150.0002	-37.651	0.1364471					22.952	26.9272	-17.449	0	-17.449	0			-37.651	0.01096014	-17.449	0.1119467	-17.451	0.0490117	-17.451	0.06293148	22.96	20	
-49.768	0.1952676	-37.641	0	-37.641	0	-49.768	94.8466	-17.436	0	-17.427	6.996123	-17.436	1.256639	-17.428	150.0002	-37.641	0.1365741					22.994	26.92534	-17.429	0	-17.428	0			-37.641	0.01104429	-17.429	0.1115417	-17.43	0.04877426	-17.43	0.06266861	23.002	20	
-49.764	0.1922755	-37.631	0	-37.631	0	-49.764	94.84752	-17.415	0	-17.406	6.99631	-17.415	1.256639	-17.407	150.0002	-37.631	0.1354611					23.035	26.92317	-17.408	0	-17.407	0			-37.631	0.01097147	-17.408	0.1117583	-17.409	0.04903763	-17.409	0.06284948	23.043	20	
-49.76	0.2053104	-37.621	0	-37.621	0	-49.76	94.84869	-17.395	0	-17.386	6.996344	-17.395	1.256639	-17.387	150.0002	-37.62	0.134404					23.077	26.92136	-17.387	0	-17.387	0			-37.62	0.01124003	-17.387	0.1121411	-17.388	0.04912393	-17.388	0.06301605	23.085	20	
-49.756	0.2064689	-37.61	0	-37.61	0	-49.756	94.84928	-17.374	0	-17.365	6.996421	-17.374	1.256639	-17.366	150.0002	-37.61	0.1337612					23.118	26.92031	-17.367	0	-17.366	0			-37.61	0.01101756	-17.367	0.1114281	-17.368	0.04868093	-17.368	0.0625596	23.126	20	
-49.752	0.2062031	-37.6	0	-37.6	0	-49.752	94.84976	-17.353	0	-17.344	6.996554	-17.353	1.256639	-17.345	150.0002	-37.6	0.13406					23.16	26.91971	-17.346	0	-17.345	0			-37.6	0.01084458	-17.346	0.1106575	-17.347	0.04839709	-17.347	0.06221148	23.168	20	
-49.748	0.2033799	-37.589	0	-37.589	0	-49.748	94.84966	-17.333	0	-17.323	6.996684	-17.333	1.256639	-17.325	150.0002	-37.589	0.1351297					23.201	26.91973	-17.325	0	-17.325	0			-37.589	0.01081647	-17.325	0.1109866	-17.326	0.04862602	-17.326	0.06249514	23.209	20	
-49.744	0.1978513	-37.579	0	-37.579	0	-49.744	94.85004	-17.312	0	-17.303	6.997183	-17.312	1.256639	-17.304	150.0002	-37.579	0.1359763					23.243	26.91983	-17.304	0	-17.304	0			-37.579	0.01073169	-17.304	0.1117432	-17.306	0.04894864	-17.306	0.06288389	23.251	20	
-49.739	0.198092	-37.569	0	-37.569	0	-49.739	94.85038	-17.291	0	-17.282	6.997331	-17.291	1.256639	-17.283	150.0002	-37.568	0.1353756					23.284	26.91998	-17.284	0	-17.283	0			-37.568	0.01086154	-17.284	0.1117897	-17.285	0.04886636	-17.285	0.06285093	23.292	20	
-49.735	0.2010374	-37.558	0	-37.558	0	-49.735	94.8502	-17.27	0	-17.261	6.997152	-17.27	1.256639	-17.262	150.0002	-37.558	0.1351796					23.326	26.92056	-17.263	0	-17.262	0			-37.558	0.01107705	-17.263	0.1115019	-17.264	0.04869114	-17.264	0.06279881	23.334	20	
-49.731	0.1906789	-37.548	0	-37.548	0	-49.731	94.85018	-17.25	0	-17.24	6.997214	-17.25	1.256639	-17.242	150.0002	-37.548	0.1353904					23.367	26.92146	-17.242	0	-17.242	0			-37.548	0.01094903	-17.242	0.1115334	-17.243	0.04868705	-17.243	0.062868	23.375	20	
-49.727	0.2089251	-37.538	0	-37.538	0	-49.727	94.8499	-17.229	0	-17.22	6.997392	-17.229	1.256639	-17.221	150.0002	-37.537	0.1351776					23.409	26.92253	-17.221	0	-17.221	0			-37.537	0.01092295	-17.221	0.1116126	-17.223	0.04875117	-17.223	0.06286196	23.417	20	
-49.723	0.2122487	-37.527	0	-37.527	0	-49.723	94.84933	-17.208	0	-17.199	6.997331	-17.208	1.256639	-17.2	150.0002	-37.527	0.1355559					23.45	26.92263	-17.201	0	-17.2	0			-37.527	0.01081258	-17.201	0.1118344	-17.202	0.04891308	-17.202	0.0629892	23.458	20	
-49.719	0.1975063	-37.517	0	-37.517	0	-49.719	94.84966	-17.187	0	-17.178	6.997398	-17.187	1.256639	-17.179	150.0002	-37.517	0.1351822					23.491	26.92154	-17.18	0	-17.179	0			-37.517	0.0108959	-17.18	0.1121776	-17.181	0.04903153	-17.181	0.0631752	23.5	20	
-49.715	0.2040256	-37.507	0	-37.507	0	-49.715	94.85025	-17.167	0	-17.158	6.997638	-17.167	1.256639	-17.159	150.0002	-37.506	0.135792					23.533	26.92052	-17.159	0	-17.159	0			-37.506	0.01105185	-17.159	0.1123031	-17.16	0.04909429	-17.16	0.06321403	23.541	20	
-49.71	0.2114749	-37.496	0	-37.496	0	-49.71	94.85084	-17.146	0	-17.137	6.99763	-17.146	1.256639	-17.138	150.0002	-37.496	0.1352853					23.574	26.92024	-17.139	0	-17.138	0			-37.496	0.01096113	-17.139	0.1122796	-17.14	0.04909675	-17.14	0.06316856	23.582	20	
-49.706	0.2026748	-37.486	0	-37.486	0	-49.706	94.85129	-17.125	0	-17.116	6.997814	-17.125	1.256639	-17.117	150.0002	-37.486	0.1356298					23.616	26.92037	-17.118	0	-17.117	0			-37.486	0.01106492	-17.118	0.1125021	-17.119	0.04933554	-17.119	0.0632593	23.624	20	
-49.702	0.1990277	-37.475	0	-37.475	0	-49.702	94.85181	-17.105	0	-17.095	6.997854	-17.105	1.256639	-17.096	150.0002	-37.475	0.1354626					23.657	26.921	-17.097	0	-17.096	0			-37.475	0.01098394	-17.097	0.1128006	-17.098	0.04944242	-17.098	0.06333406	23.665	20	
-49.698	0.1897739	-37.465	0	-37.465	0	-49.698	94.85225	-17.084	0	-17.075	6.997791	-17.084	1.256639	-17.076	150.0002	-37.465	0.13551					23.699	26.92231	-17.076	0	-17.076	0			-37.465	0.01077563	-17.076	0.1125501	-17.077	0.04926935	-17.077	0.06322671	23.707	20	
-49.694	0.1884754	-37.455	0	-37.455	0	-49.694	94.85357	-17.063	0	-17.054	6.997879	-17.063	1.256639	-17.055	150.0002	-37.454	0.1356096					23.74	26.92401	-17.056	0	-17.055	0			-37.454	0.0109019	-17.056	0.1122484	-17.057	0.04913403	-17.057	0.06308494	23.748	20	
-49.69	0.1900704	-37.444	0	-37.444	0	-49.69	94.85477	-17.042	0	-17.033	6.998014	-17.042	1.256639	-17.034	150.0002	-37.444	0.1357618					23.782	26.92585	-17.035	0	-17.034	0			-37.444	0.01087555	-17.035	0.1120182	-17.036	0.04899072	-17.036	0.06298729	23.79	20	
-49.686	0.1758546	-37.434	0	-37.434	0	-49.686	94.85609	-17.022	0	-17.012	6.997976	-17.022	1.256639	-17.014	150.0002	-37.434	0.135877					23.823	26.92752	-17.014	0	-17.014	0			-37.434	0.01089581	-17.014	0.1119138	-17.015	0.04894639	-17.015	0.06299243	23.831	20	
-49.681	0.1838249	-37.424	0	-37.424	0	-49.681	94.85728	-17.001	0	-16.992	6.997966	-17.001	1.256639	-16.993	150.0002	-37.423	0.1352441					23.865	26.92898	-16.993	0	-16.993	0			-37.423	0.01100362	-16.993	0.1123987	-16.995	0.04932837	-16.995	0.06321775	23.873	20	
-49.677	0.1840363	-37.413	0	-37.413	0	-49.677	94.858	-16.98	0	-16.971	6.997845	-16.98	1.256639	-16.972	150.0002	-37.413	0.1354412					23.906	26.92968	-16.973	0	-16.972	0			-37.413	0.01104593	-16.973	0.1137943	-16.974	0.05011667	-16.974	0.06398053	23.914	20	
-49.673	0.1834819	-37.403	0	-37.403	0	-49.673	94.85892	-16.959	0	-16.95	6.997767	-16.959	1.256639	-16.951	150.0002	-37.403	0.1358375					23.947	26.9296	-16.952	0	-16.951	0			-37.403	0.01089835	-16.952	0.1150797	-16.953	0.05055918	-16.953	0.06449556	23.956	20	
-49.669	0.1858742	-37.393	0	-37.393	0	-49.669	94.86045	-16.939	0	-16.93	6.997824	-16.939	1.256639	-16.931	150.0002	-37.392	0.1362779					23.989	26.92901	-16.931	0	-16.931	0			-37.392	0.01083535	-16.931	0.1143649	-16.932	0.05011956	-16.932	0.06399392	23.997	20	
-49.665	0.186806	-37.382	0	-37.382	0	-49.665	94.86147	-16.918	0	-16.909	6.997817	-16.918	1.256639	-16.91	150.0002	-37.382	0.1362448					24.03	26.92862	-16.91	0	-16.91	0			-37.382	0.01099633	-16.91	0.1132437	-16.912	0.04971277	-16.912	0.06355423	24.039	20	
-49.661	0.1988197	-37.372	0	-37.372	0	-49.661	94.86197	-16.897	0	-16.888	6.997864	-16.897	1.256639	-16.889	150.0002	-37.371	0.1366298					24.072	26.92889	-16.89	0	-16.889	0			-37.371	0.01102111	-16.89	0.1130969	-16.891	0.04958322	-16.891	0.06339529	24.08	20	
-49.656	0.2055978	-37.361	0	-37.361	0	-49.656	94.86246	-16.877	0	-16.867	6.99771	-16.877	1.256639	-16.868	150.0002	-37.361	0.136964					24.113	26.92954	-16.869	0	-16.868	0			-37.361	0.01096487	-16.869	0.1124773	-16.87	0.04936393	-16.87	0.06308344	24.121	20	
-49.652	0.1986938	-37.351	0	-37.351	0	-49.652	94.86317	-16.856	0	-16.847	6.997711	-16.856	1.256639	-16.848	150.0002	-37.351	0.1368288					24.155	26.93095	-16.848	0	-16.848	0			-37.351	0.0109398	-16.848	0.1125042	-16.849	0.04947396	-16.849	0.06311217	24.163	20	
-49.648	0.2009971	-37.341	0	-37.341	0	-49.648	94.8637	-16.835	0	-16.826	6.997589	-16.835	1.256639	-16.827	150.0002	-37.34	0.1365936					24.196	26.93323	-16.828	0	-16.827	0			-37.34	0.01094478	-16.828	0.1127949	-16.829	0.04950815	-16.829	0.06322973	24.204	20	
-49.644	0.1962578	-37.33	0	-37.33	0	-49.644	94.8644	-16.814	0	-16.805	6.997631	-16.814	1.256639	-16.806	150.0002	-37.33	0.1364519					24.238	26.93543	-16.807	0	-16.806	0			-37.33	0.01104317	-16.807	0.1125707	-16.808	0.04940826	-16.808	0.06319383	24.246	20	
-49.64	0.1798328	-37.32	0	-37.32	0	-49.64	94.86435	-16.794	0	-16.784	6.997376	-16.794	1.256639	-16.786	150.0002	-37.32	0.1366653					24.279	26.9375	-16.786	0	-16.786	0			-37.32	0.01109302	-16.786	0.1125951	-16.787	0.04934706	-16.787	0.06317528	24.287	20	
-49.636	0.1809838	-37.31	0	-37.31	0	-49.636	94.86446	-16.773	0	-16.764	6.99738	-16.773	1.256639	-16.765	150.0002	-37.309	0.1363789					24.321	26.9391	-16.765	0	-16.765	0			-37.309	0.01109993	-16.765	0.112206	-16.767	0.04917589	-16.767	0.06302032	24.329	20	
-49.632	0.2115998	-37.299	0	-37.299	0	-49.632	94.86506	-16.752	0	-16.743	6.997492	-16.752	1.256639	-16.744	150.0002	-37.299	0.1364981					24.362	26.93951	-16.745	0	-16.744	0			-37.299	0.01116226	-16.745	0.112096	-16.746	0.04915109	-16.746	0.06290992	24.37	20	
-49.627	0.2161723	-37.289	0	-37.289	0	-49.627	94.86538	-16.731	0	-16.722	6.997333	-16.731	1.256639	-16.723	150.0002	-37.289	0.1362818					24.404	26.93866	-16.724	0	-16.723	0			-37.289	0.01112648	-16.724	0.1118739	-16.725	0.04899968	-16.725	0.06285035	24.412	20	
